Date,Open,High,Low,Close,WAP,No. of Shares,No. of Trades,Total Turnover,Deliverable Quantity,% Deli. Qty to Traded Qty,Spread H-L,Spread C-O
2015-12-16,40.9,40.9,39.1,39.65,39.62,34714.0,340.0,1375296.0,14574.0,41.98,1.8,-1.25
2015-12-17,39.95,42.5,39.9,41.4,41.49,58993.0,567.0,2447909.0,24025.0,40.73,2.6,1.45
2015-12-18,41.25,42.0,40.0,40.65,41.2,68834.0,686.0,2835888.0,18226.0,26.48,2.0,-0.6
2015-12-21,41.0,42.0,40.25,40.75,40.86,49908.0,482.0,2039455.0,16957.0,33.98,1.75,-0.25
2015-12-22,40.8,42.5,40.8,41.65,41.9,188116.0,740.0,7882626.0,153046.0,81.36,1.7,0.85
2015-12-23,41.7,42.85,41.05,41.15,41.75,27875.0,411.0,1163897.0,12669.0,45.45,1.8,-0.55
2015-12-24,43.1,44.0,39.4,40.4,41.04,561535.0,3522.0,23043445.0,143740.0,25.6,4.6,-2.7
2015-12-28,40.4,40.8,39.15,39.5,39.85,85601.0,689.0,3411270.0,33490.0,39.12,1.65,-0.9
2015-12-29,40.0,41.0,39.0,40.2,39.97,81369.0,635.0,3252323.0,45768.0,56.25,2.0,0.2
2015-12-30,40.45,40.65,39.75,39.95,40.12,31369.0,284.0,1258513.0,15150.0,48.3,0.9,-0.5
2015-12-31,39.9,40.2,39.0,39.3,39.57,22417.0,267.0,887127.0,12885.0,57.48,1.2,-0.6
2016-01-01,39.1,40.6,39.05,39.35,39.96,86130.0,492.0,3442024.0,38923.0,45.19,1.55,0.25
2016-01-04,39.05,39.55,37.25,37.8,38.12,39071.0,380.0,1489422.0,18819.0,48.17,2.3,-1.25
2016-01-05,37.65,38.85,37.2,38.25,37.97,31548.0,351.0,1197780.0,13307.0,42.18,1.65,0.6
2016-01-06,39.0,39.45,37.7,38.0,38.68,72181.0,619.0,2792306.0,31434.0,43.55,1.75,-1.0
2016-01-07,37.6,38.2,36.1,36.55,36.98,24401.0,299.0,902436.0,12962.0,53.12,2.1,-1.05
2016-01-08,37.55,37.65,36.4,36.7,36.86,25090.0,291.0,924701.0,13226.0,52.71,1.25,-0.85
2016-01-11,36.7,36.7,35.35,35.45,35.79,20921.0,207.0,748783.0,14126.0,67.52,1.35,-1.25
2016-01-12,36.15,38.0,35.8,36.15,36.86,54951.0,522.0,2025576.0,20688.0,37.65,2.2,0.0
2016-01-13,37.0,37.0,33.55,34.35,34.63,47746.0,433.0,1653609.0,25663.0,53.75,3.45,-2.65
2016-01-14,34.0,35.0,32.7,34.55,34.06,34901.0,433.0,1188752.0,16671.0,47.77,2.3,0.55
2016-01-15,35.7,35.7,33.7,34.2,34.34,33128.0,285.0,1137520.0,15770.0,47.6,2.0,-1.5
2016-01-18,33.0,35.0,32.15,32.8,33.27,14203.0,201.0,472498.0,8639.0,60.83,2.85,-0.2
2016-01-19,32.5,38.7,31.8,37.7,36.19,82906.0,902.0,3000462.0,46636.0,56.25,6.9,5.2
2016-01-20,36.45,36.6,34.7,36.15,35.72,23154.0,261.0,827160.0,10596.0,45.76,1.9,-0.3
2016-01-21,37.55,37.55,35.35,35.95,36.2,23681.0,315.0,857288.0,11292.0,47.68,2.2,-1.6
2016-01-22,36.0,37.1,35.05,35.6,36.3,15758.0,214.0,572003.0,8283.0,52.56,2.05,-0.4
2016-01-25,37.0,37.0,35.4,35.6,35.77,7596.0,85.0,271679.0,5041.0,66.36,1.6,-1.4
2016-01-27,36.75,36.75,35.65,35.8,36.14,5456.0,70.0,197193.0,1582.0,29.0,1.1,-0.95
2016-01-28,36.5,36.5,35.5,35.75,35.97,12268.0,135.0,441311.0,4838.0,39.44,1.0,-0.75
2016-01-29,35.75,36.35,35.5,36.0,35.85,6831.0,64.0,244865.0,3634.0,53.2,0.85,0.25
2016-02-01,35.9,36.9,35.5,35.8,36.27,8426.0,109.0,305584.0,3120.0,37.03,1.4,-0.1
2016-02-02,37.0,38.0,36.3,37.2,36.99,85218.0,674.0,3152295.0,14861.0,17.44,1.7,0.2
2016-02-03,36.75,36.85,35.0,35.4,36.02,17912.0,184.0,645154.0,10239.0,57.16,1.85,-1.35
2016-02-04,35.85,35.95,34.55,35.4,35.12,40439.0,328.0,1420186.0,22369.0,55.32,1.4,-0.45
2016-02-05,35.55,35.95,35.0,35.75,35.46,19079.0,141.0,676453.0,15061.0,78.94,0.95,0.2
2016-02-08,36.4,36.8,35.0,35.4,35.83,4297.0,52.0,153981.0,2857.0,66.49,1.8,-1.0
2016-02-09,35.4,36.0,34.6,35.5,35.14,20369.0,179.0,715836.0,10238.0,50.26,1.4,0.1
2016-02-10,35.1,35.5,34.1,34.45,34.6,9762.0,125.0,337803.0,4571.0,46.82,1.4,-0.65
2016-02-11,34.7,35.0,32.2,32.7,33.55,15783.0,279.0,529490.0,6422.0,40.69,2.8,-2.0
2016-02-12,32.7,33.85,30.35,33.0,31.8,21036.0,236.0,668855.0,8552.0,40.65,3.5,0.3
2016-02-15,33.2,33.5,32.2,33.1,32.97,21210.0,279.0,699294.0,8742.0,41.22,1.3,-0.1
2016-02-16,33.45,34.35,30.25,32.15,32.15,28973.0,329.0,931618.0,11570.0,39.93,4.1,-1.3
2016-02-17,31.25,31.3,29.6,30.85,30.7,16509.0,142.0,506893.0,11187.0,67.76,1.7,-0.4
2016-02-18,31.55,31.9,30.3,30.5,31.0,17508.0,199.0,542687.0,10804.0,61.71,1.6,-1.05
2016-02-19,31.5,31.5,30.55,30.6,30.93,21866.0,223.0,676223.0,12215.0,55.86,0.95,-0.9
2016-02-22,31.0,31.2,30.7,30.95,30.96,7177.0,79.0,222177.0,3135.0,43.68,0.5,-0.05
2016-02-23,31.1,31.2,30.3,30.5,30.68,5337.0,46.0,163722.0,3665.0,68.67,0.9,-0.6
2016-02-24,30.1,30.6,29.5,29.7,30.08,8082.0,102.0,243094.0,3144.0,38.9,1.1,-0.4
2016-02-25,30.1,30.7,28.65,30.15,29.29,34428.0,250.0,1008429.0,19357.0,56.22,2.05,0.05
2016-02-26,30.3,33.15,29.9,32.15,30.9,18479.0,220.0,570979.0,14111.0,76.36,3.25,1.85
2016-02-29,31.9,32.4,30.8,31.15,31.27,32811.0,409.0,1026092.0,6704.0,20.43,1.6,-0.75
2016-03-01,31.5,32.0,31.1,31.35,31.5,8667.0,103.0,272995.0,5408.0,62.4,0.9,-0.15
2016-03-02,32.0,32.5,31.35,31.4,31.71,12240.0,136.0,388087.0,5575.0,45.55,1.15,-0.6
2016-03-03,31.5,32.5,31.35,31.85,31.72,19540.0,136.0,619762.0,14755.0,75.51,1.15,0.35
2016-03-04,31.5,31.75,31.0,31.15,31.41,12179.0,134.0,382546.0,6892.0,56.59,0.75,-0.35
2016-03-08,31.5,31.75,31.05,31.4,31.34,8138.0,71.0,255019.0,5550.0,68.2,0.7,-0.1
2016-03-09,31.4,31.5,30.95,31.2,31.19,5421.0,46.0,169078.0,3477.0,64.14,0.55,-0.2
2016-03-10,31.95,31.95,31.2,31.4,31.42,11162.0,76.0,350717.0,7284.0,65.26,0.75,-0.55
2016-03-11,31.45,31.45,30.0,30.55,30.88,4350.0,50.0,134348.0,2621.0,60.25,1.45,-0.9
2016-03-14,30.55,31.4,30.55,31.0,30.96,5601.0,48.0,173424.0,4233.0,75.58,0.85,0.45
2016-03-15,31.3,31.3,30.25,30.65,30.67,11691.0,103.0,358542.0,6387.0,54.63,1.05,-0.65
2016-03-16,30.8,31.1,30.6,30.7,30.76,10273.0,82.0,315987.0,7094.0,69.05,0.5,-0.1
2016-03-17,30.8,31.5,30.8,31.05,31.12,7602.0,56.0,236602.0,2978.0,39.17,0.7,0.25
2016-03-18,30.9,31.1,30.3,30.6,30.74,4196.0,32.0,128999.0,3517.0,83.82,0.8,-0.3
2016-03-21,30.95,31.2,30.65,30.9,30.94,6188.0,51.0,191458.0,3335.0,53.89,0.55,-0.05
2016-03-22,30.75,32.0,30.65,31.05,31.19,32351.0,201.0,1008992.0,16183.0,50.02,1.35,0.3
2016-03-23,31.3,31.4,30.5,30.75,30.99,7623.0,60.0,236269.0,5446.0,71.44,0.9,-0.55
2016-03-28,31.0,31.0,30.0,30.4,30.44,15288.0,50.0,465397.0,3768.0,24.65,1.0,-0.6
2016-03-29,30.7,30.7,30.0,30.05,30.22,14541.0,37.0,439370.0,12829.0,88.23,0.7,-0.65
2016-03-30,30.2,30.7,30.15,30.6,30.56,8993.0,37.0,274861.0,1712.0,19.04,0.55,0.4
2016-03-31,30.5,30.9,30.4,30.6,30.74,1680.0,115.0,51647.0,1147.0,68.27,0.5,0.1
2016-04-01,30.7,31.85,30.7,31.55,31.38,4120.0,28.0,129292.0,3367.0,81.72,1.15,0.85
2016-04-04,31.5,31.5,31.0,31.05,31.22,12610.0,30.0,393703.0,12471.0,98.9,0.5,-0.45
2016-04-05,31.0,31.1,30.85,30.9,30.99,5096.0,19.0,157942.0,3300.0,64.76,0.25,-0.1
2016-04-06,30.5,31.15,30.5,30.9,30.78,4188.0,34.0,128916.0,2599.0,62.06,0.65,0.4
2016-04-07,31.0,31.0,30.3,30.55,30.52,3612.0,53.0,110248.0,2350.0,65.06,0.7,-0.45
2016-04-08,30.5,30.6,30.4,30.6,30.54,2435.0,28.0,74358.0,1389.0,57.04,0.2,0.1
2016-04-11,30.95,31.0,30.65,31.0,30.94,2002.0,21.0,61951.0,1247.0,62.29,0.35,0.05
2016-04-12,31.0,31.0,30.45,30.7,30.7,11869.0,77.0,364420.0,9478.0,79.86,0.55,-0.3
2016-04-13,30.75,30.95,30.45,30.5,30.61,5386.0,34.0,164844.0,4900.0,90.98,0.5,-0.25
2016-04-18,30.5,30.9,29.5,29.65,30.01,2320510.0,505.0,69633182.0,2214295.0,95.42,1.4,-0.85
2016-04-20,30.5,31.25,30.25,30.7,30.81,141713.0,619.0,4366689.0,67820.0,47.86,1.0,0.2
2016-04-21,31.0,31.0,29.9,30.05,30.4,22831.0,119.0,694047.0,16203.0,70.97,1.1,-0.95
2016-04-22,30.0,30.2,29.75,30.0,30.06,19292.0,60.0,579922.0,16269.0,84.33,0.45,0.0
2016-04-25,30.85,30.85,29.6,29.75,29.91,16389.0,75.0,490160.0,14511.0,88.54,1.25,-1.1
2016-04-26,29.7,30.4,29.7,29.95,29.95,14572.0,102.0,436410.0,7959.0,54.62,0.7,0.25
2016-04-27,30.0,30.0,29.5,29.85,29.85,3154.0,47.0,94153.0,2265.0,71.81,0.5,-0.15
2016-04-28,29.75,30.0,29.65,29.75,29.75,12324.0,29.0,366699.0,12230.0,99.24,0.35,0.0
2016-04-29,29.4,29.7,29.0,29.15,29.41,30018.0,176.0,882793.0,18390.0,61.26,0.7,-0.25
2016-05-02,29.05,29.2,28.5,29.0,28.86,18960.0,104.0,547208.0,11961.0,63.09,0.7,-0.05
2016-05-03,29.25,29.5,29.0,29.25,29.18,8265.0,82.0,241155.0,5199.0,62.9,0.5,0.0
2016-05-04,28.5,29.3,28.45,28.55,28.69,8729.0,90.0,250475.0,5438.0,62.3,0.85,0.05
2016-05-05,28.7,28.8,28.45,28.5,28.65,5964.0,49.0,170874.0,4169.0,69.9,0.35,-0.2
2016-05-06,28.7,28.7,27.85,27.95,28.05,7662.0,91.0,214943.0,5557.0,72.53,0.85,-0.75
2016-05-09,27.85,28.15,27.4,27.8,27.86,8108.0,87.0,225901.0,4477.0,55.22,0.75,-0.05
2016-05-10,27.95,27.95,27.0,27.1,27.36,35813.0,215.0,979984.0,19339.0,54.0,0.95,-0.85
2016-05-11,27.0,27.4,26.7,27.15,27.06,25954.0,134.0,702395.0,14082.0,54.26,0.7,0.15
2016-05-12,27.5,27.8,27.45,27.7,27.63,7062.0,47.0,195123.0,3356.0,47.52,0.35,0.2
2016-05-13,28.0,28.25,27.5,28.0,27.96,29379.0,108.0,821399.0,11852.0,40.34,0.75,0.0
2016-05-16,29.0,33.6,28.75,32.3,32.41,1009375.0,4656.0,32715921.0,225606.0,22.35,4.85,3.3
2016-05-17,32.3,33.0,30.1,30.4,31.72,218334.0,1904.0,6924595.0,95400.0,43.69,2.9,-1.9
2016-05-18,30.55,30.55,29.15,29.35,29.54,63643.0,557.0,1879912.0,21351.0,33.55,1.4,-1.2
2016-05-19,29.15,29.6,28.8,29.05,29.21,43300.0,320.0,1264733.0,23222.0,53.63,0.8,-0.1
2016-05-20,29.1,29.1,28.15,28.35,28.58,28355.0,189.0,810352.0,16612.0,58.59,0.95,-0.75
2016-05-23,28.75,29.6,28.55,29.05,29.07,61427.0,959.0,1785620.0,24269.0,39.51,1.05,0.3
2016-05-24,29.05,29.05,27.65,28.15,28.24,31727.0,210.0,896024.0,19584.0,61.73,1.4,-0.9
2016-05-25,28.6,29.1,27.75,28.05,28.42,36622.0,410.0,1040942.0,20453.0,55.85,1.35,-0.55
2016-05-26,27.9,28.3,27.8,28.05,28.02,33328.0,159.0,933917.0,17676.0,53.04,0.5,0.15
2016-05-27,27.95,28.25,27.9,28.0,28.04,21662.0,97.0,607437.0,15493.0,71.52,0.35,0.05
2016-05-30,29.7,31.2,28.35,28.6,29.72,193266.0,1099.0,5743066.0,66062.0,34.18,2.85,-1.1
2016-05-31,28.7,29.4,28.4,28.65,28.79,49306.0,412.0,1419558.0,21859.0,44.33,1.0,-0.05
2016-06-01,28.9,29.3,28.65,28.9,28.97,36012.0,321.0,1043243.0,16809.0,46.68,0.65,0.0
2016-06-02,30.7,31.0,29.1,29.3,29.9,222688.0,1424.0,6658283.0,83309.0,37.41,1.9,-1.4
2016-06-03,29.3,29.3,27.7,27.95,28.31,103386.0,515.0,2926492.0,55875.0,54.05,1.6,-1.35
2016-06-06,28.8,28.8,27.55,27.85,28.15,36798.0,266.0,1035815.0,16397.0,44.56,1.25,-0.95
2016-06-07,27.65,28.8,27.65,28.15,28.24,34399.0,223.0,971495.0,16935.0,49.23,1.15,0.5
2016-06-08,28.2,28.35,28.0,28.15,28.16,9374.0,100.0,263971.0,4327.0,46.16,0.35,-0.05
2016-06-09,28.0,28.45,28.0,28.25,28.23,19550.0,170.0,551818.0,11015.0,56.34,0.45,0.25
2016-06-10,28.25,28.75,28.15,28.35,28.38,28624.0,205.0,812404.0,19302.0,67.43,0.6,0.1
2016-06-13,28.0,28.65,27.85,28.15,28.24,37539.0,295.0,1060060.0,21429.0,57.08,0.8,0.15
2016-06-14,28.15,28.7,28.0,28.4,28.3,28016.0,189.0,792939.0,13010.0,46.44,0.7,0.25
2016-06-15,28.65,29.0,28.2,28.5,28.54,39716.0,257.0,1133577.0,24730.0,62.27,0.8,-0.15
2016-06-16,28.15,28.4,28.1,28.15,28.2,21407.0,111.0,603663.0,14250.0,66.57,0.3,0.0
2016-06-17,28.35,29.05,28.2,28.3,28.59,88636.0,623.0,2534194.0,33121.0,37.37,0.85,-0.05
2016-06-20,28.05,28.9,28.0,28.15,28.3,23899.0,162.0,676436.0,13116.0,54.88,0.9,0.1
2016-06-21,28.5,29.0,28.1,28.2,28.55,38655.0,260.0,1103760.0,12911.0,33.4,0.9,-0.3
2016-06-22,28.15,28.4,27.85,27.95,28.12,19623.0,150.0,551815.0,13570.0,69.15,0.55,-0.2
2016-06-23,28.1,28.1,27.65,27.85,27.84,20959.0,95.0,583431.0,14874.0,70.97,0.45,-0.25
2016-06-24,27.0,27.4,26.5,27.25,27.01,38680.0,282.0,1044875.0,25583.0,66.14,0.9,0.25
2016-06-27,27.3,28.0,26.85,27.2,27.5,47228.0,466.0,1298929.0,29913.0,63.34,1.15,-0.1
2016-06-28,27.65,27.65,27.2,27.5,27.45,22663.0,216.0,621998.0,12070.0,53.26,0.45,-0.15
2016-06-29,27.6,27.6,27.05,27.3,27.36,31770.0,216.0,869349.0,22384.0,70.46,0.55,-0.3
2016-06-30,27.8,28.05,27.7,27.95,27.96,141343.0,243.0,3952404.0,123439.0,87.33,0.35,0.15
2016-07-01,27.95,29.3,27.85,28.8,28.71,215333.0,1084.0,6181188.0,106504.0,49.46,1.45,0.85
2016-07-04,29.1,29.7,28.8,29.35,29.26,109236.0,457.0,3195741.0,58411.0,53.47,0.9,0.25
2016-07-05,28.85,29.3,28.6,29.2,29.02,74299.0,323.0,2156306.0,47000.0,63.26,0.7,0.35
2016-07-07,29.5,30.25,29.45,29.8,29.89,104342.0,498.0,3118764.0,57585.0,55.19,0.8,0.3
2016-07-08,33.5,34.1,32.05,32.3,33.04,899798.0,4482.0,29727642.0,225196.0,25.03,2.05,-1.2
2016-07-11,33.2,33.5,31.2,31.35,31.81,239726.0,1241.0,7624958.0,78286.0,32.66,2.3,-1.85
2016-07-12,31.75,31.75,30.35,30.5,30.66,102517.0,652.0,3143050.0,39766.0,38.79,1.4,-1.25
2016-07-13,30.6,30.75,30.15,30.25,30.39,92505.0,560.0,2810884.0,31542.0,34.1,0.6,-0.35
2016-07-14,30.3,32.9,30.05,31.7,31.96,270480.0,1422.0,8645779.0,112701.0,41.67,2.85,1.4
2016-07-15,32.5,32.5,30.55,30.85,31.2,82174.0,529.0,2564068.0,32925.0,40.07,1.95,-1.65
2016-07-18,30.8,31.35,30.5,30.75,31.0,41714.0,278.0,1293163.0,13565.0,32.52,0.85,-0.05
2016-07-19,30.25,30.5,30.0,30.2,30.21,42852.0,260.0,1294687.0,27815.0,64.91,0.5,-0.05
2016-07-20,30.35,31.6,29.5,31.4,30.81,86592.0,524.0,2667832.0,35687.0,41.21,2.1,1.05
2016-07-21,31.05,31.75,30.55,31.0,31.23,40083.0,264.0,1251686.0,15723.0,39.23,1.2,-0.05
2016-07-22,31.4,31.55,30.6,31.3,31.21,28808.0,252.0,899238.0,13106.0,45.49,0.95,-0.1
2016-07-25,31.5,31.7,31.0,31.3,31.37,30764.0,239.0,964972.0,16751.0,54.45,0.7,-0.2
2016-07-26,31.5,31.6,30.65,30.75,31.16,39162.0,279.0,1220123.0,20874.0,53.3,0.95,-0.75
2016-07-27,31.0,31.25,30.2,30.4,30.79,34349.0,279.0,1057462.0,18211.0,53.02,1.05,-0.6
2016-07-28,30.75,31.7,30.5,31.1,31.07,29167.0,187.0,906260.0,19660.0,67.4,1.2,0.35
2016-07-29,30.85,31.5,30.7,30.85,31.01,92365.0,314.0,2864649.0,68577.0,74.25,0.8,0.0
2016-08-01,31.0,31.6,30.0,30.5,30.7,105074.0,524.0,3225664.0,55897.0,53.2,1.6,-0.5
2016-08-02,30.9,31.05,30.0,30.2,30.27,70059.0,371.0,2120852.0,34333.0,49.01,1.05,-0.7
2016-08-03,30.1,30.6,29.7,30.05,30.01,29579.0,140.0,887732.0,12062.0,40.78,0.9,-0.05
2016-08-04,30.6,30.6,29.8,29.95,30.24,36391.0,216.0,1100405.0,17004.0,46.73,0.8,-0.65
2016-08-05,30.5,30.5,29.9,30.0,30.21,33352.0,139.0,1007433.0,26255.0,78.72,0.6,-0.5
2016-08-08,30.1,31.6,30.05,31.45,31.03,79473.0,407.0,2466305.0,47882.0,60.25,1.55,1.35
2016-08-09,31.9,32.0,30.5,30.85,31.07,85323.0,440.0,2651044.0,45106.0,52.86,1.5,-1.05
2016-08-10,30.6,31.25,30.05,30.15,30.53,36623.0,241.0,1118136.0,19875.0,54.27,1.2,-0.45
2016-08-11,30.25,30.65,30.2,30.45,30.38,9811.0,76.0,298056.0,5950.0,60.65,0.45,0.2
2016-08-12,30.25,30.7,30.2,30.45,30.41,12125.0,93.0,368681.0,6927.0,57.13,0.5,0.2
2016-08-16,30.35,30.65,29.95,30.2,30.31,13166.0,109.0,399013.0,6704.0,50.92,0.7,-0.15
2016-08-17,32.0,35.95,31.65,33.6,34.44,988504.0,5645.0,34047454.0,256358.0,25.93,4.3,1.6
2016-08-18,34.3,40.0,34.3,37.35,37.05,621950.0,3990.0,23042444.0,189756.0,30.51,5.7,3.05
2016-08-19,37.9,38.9,36.7,37.9,37.93,239320.0,1424.0,9077542.0,93430.0,39.04,2.2,0.0
2016-08-22,38.3,38.35,35.65,35.95,36.41,142315.0,840.0,5181738.0,62890.0,44.19,2.7,-2.35
2016-08-23,36.05,36.8,35.25,36.1,35.98,73171.0,475.0,2632478.0,29204.0,39.91,1.55,0.05
2016-08-24,36.15,36.5,35.75,36.05,36.09,34850.0,201.0,1257577.0,18264.0,52.41,0.75,-0.1
2016-08-25,36.0,36.1,35.7,35.9,35.87,33289.0,197.0,1193980.0,17524.0,52.64,0.4,-0.1
2016-08-26,36.0,36.3,34.25,35.05,34.97,35551.0,290.0,1243158.0,14997.0,42.18,2.05,-0.95
2016-08-29,34.55,36.45,33.15,36.3,35.61,66006.0,472.0,2350388.0,22207.0,33.64,3.3,1.75
2016-08-30,35.95,36.55,35.45,36.1,35.91,28157.0,155.0,1011255.0,20971.0,74.48,1.1,0.15
2016-08-31,36.0,36.9,36.0,36.4,36.52,27569.0,202.0,1006881.0,13645.0,49.49,0.9,0.4
2016-09-01,35.95,37.7,35.2,37.0,36.69,51069.0,275.0,1873769.0,27806.0,54.45,2.5,1.05
2016-09-02,37.0,37.5,36.15,36.5,36.98,22463.0,173.0,830583.0,14810.0,65.93,1.35,-0.5
2016-09-06,36.05,37.85,36.0,36.45,36.56,43673.0,307.0,1596799.0,17274.0,39.55,1.85,0.4
2016-09-07,36.35,36.8,36.25,36.45,36.45,9209.0,64.0,335663.0,5848.0,63.5,0.55,0.1
2016-09-08,36.8,37.5,36.6,37.0,36.98,22174.0,177.0,819972.0,13567.0,61.18,0.9,0.2
2016-09-09,36.95,39.0,36.55,37.95,37.57,83492.0,257.0,3137048.0,31608.0,37.86,2.45,1.0
2016-09-12,36.95,36.95,36.0,36.05,36.35,33438.0,207.0,1215534.0,13356.0,39.94,0.95,-0.9
2016-09-14,36.0,37.45,36.0,37.0,36.96,50901.0,229.0,1881108.0,34076.0,66.95,1.45,1.0
2016-09-15,37.0,38.55,36.6,37.75,37.57,75418.0,557.0,2833748.0,43299.0,57.41,1.95,0.75
2016-09-16,38.0,41.4,38.0,38.8,39.89,326643.0,2191.0,13030327.0,108956.0,33.36,3.4,0.8
2016-09-19,39.65,39.75,37.8,38.4,38.7,109571.0,746.0,4240548.0,31980.0,29.19,1.95,-1.25
2016-09-20,38.4,38.4,37.4,37.6,37.71,100992.0,441.0,3808313.0,51878.0,51.37,1.0,-0.8
2016-09-21,37.6,38.5,37.1,37.65,37.95,80529.0,548.0,3055752.0,28833.0,35.8,1.4,0.05
2016-09-22,38.2,38.35,37.05,37.25,37.68,51270.0,316.0,1931630.0,8960.0,17.48,1.3,-0.95
2016-09-23,37.8,37.8,36.35,36.55,36.91,36687.0,261.0,1354123.0,15528.0,42.33,1.45,-1.25
2016-09-26,37.9,37.9,36.1,36.25,36.8,79139.0,481.0,2912405.0,34136.0,43.13,1.8,-1.65
2016-09-27,37.05,37.45,36.5,36.7,36.72,27100.0,144.0,995215.0,14530.0,53.62,0.95,-0.35
2016-09-28,37.0,37.0,36.5,36.65,36.83,12774.0,122.0,470431.0,9157.0,71.68,0.5,-0.35
2016-09-29,37.0,37.15,33.35,34.0,35.37,97587.0,542.0,3451818.0,51267.0,52.53,3.8,-3.0
2016-09-30,34.5,35.95,33.9,35.3,35.27,56914.0,371.0,2007228.0,37488.0,65.87,2.05,0.8
2016-10-03,35.0,36.5,35.0,36.0,35.82,31276.0,287.0,1120403.0,13028.0,41.65,1.5,1.0
2016-10-04,36.5,36.8,35.8,36.35,36.26,21623.0,155.0,784135.0,10675.0,49.37,1.0,-0.15
2016-10-05,36.45,37.5,36.45,37.15,37.06,41851.0,233.0,1551061.0,26893.0,64.26,1.05,0.7
2016-10-06,37.6,38.15,37.15,37.35,37.72,32393.0,225.0,1221897.0,18262.0,56.38,1.0,-0.25
2016-10-07,37.05,37.05,36.55,36.9,36.85,33486.0,169.0,1233986.0,13212.0,39.46,0.5,-0.15
2016-10-10,36.9,37.45,36.0,36.4,36.65,43318.0,225.0,1587513.0,23620.0,54.53,1.45,-0.5
2016-10-13,37.5,37.5,35.05,35.45,35.75,21171.0,140.0,756782.0,12712.0,60.04,2.45,-2.05
2016-10-14,35.8,36.05,35.5,35.65,35.8,7754.0,76.0,277607.0,5725.0,73.83,0.55,-0.15
2016-10-17,35.7,36.2,35.3,35.55,35.91,22118.0,122.0,794275.0,12250.0,55.38,0.9,-0.15
2016-10-18,37.0,37.0,35.6,36.35,36.15,14874.0,126.0,537684.0,8903.0,59.86,1.4,-0.65
2016-10-19,36.65,38.15,36.35,37.5,37.63,153208.0,560.0,5764521.0,99873.0,65.19,1.8,0.85
2016-10-20,38.7,38.7,37.1,37.45,37.56,73734.0,312.0,2769528.0,42433.0,57.55,1.6,-1.25
2016-10-21,37.55,40.25,37.1,38.3,38.87,992410.0,4890.0,38573601.0,297988.0,30.03,3.15,0.75
2016-10-24,38.9,39.5,38.4,38.6,38.87,147338.0,740.0,5727532.0,77431.0,52.55,1.1,-0.3
2016-10-25,38.8,39.1,38.4,38.65,38.75,72888.0,350.0,2824584.0,46409.0,63.67,0.7,-0.15
2016-10-26,38.6,38.7,37.9,38.0,38.16,43552.0,242.0,1661935.0,25402.0,58.33,0.8,-0.6
2016-10-27,38.6,39.1,37.9,38.1,38.34,54819.0,331.0,2101591.0,34184.0,62.36,1.2,-0.5
2016-10-28,38.6,39.6,37.95,39.5,39.1,133690.0,720.0,5226710.0,77829.0,58.22,1.65,0.9
2016-10-30,40.0,40.55,39.75,40.25,40.26,107039.0,403.0,4309655.0,69696.0,65.11,0.8,0.25
2016-11-01,40.8,40.85,39.1,39.6,39.77,68003.0,421.0,2704409.0,43464.0,63.91,1.75,-1.2
2016-11-02,39.45,39.45,38.3,38.35,38.67,78395.0,529.0,3031392.0,38618.0,49.26,1.15,-1.1
2016-11-03,38.8,39.25,38.0,38.05,38.52,25066.0,189.0,965458.0,15466.0,61.7,1.25,-0.75
2016-11-04,38.35,38.35,36.7,37.1,37.38,67244.0,419.0,2513573.0,29305.0,43.58,1.65,-1.25
2016-11-07,38.95,38.95,37.5,37.6,37.78,25183.0,124.0,951381.0,17706.0,70.31,1.45,-1.35
2016-11-08,38.05,38.4,37.3,37.95,37.81,14652.0,125.0,553972.0,7336.0,50.07,1.1,-0.1
2016-11-09,33.5,39.35,32.0,38.05,36.43,61377.0,667.0,2236223.0,38063.0,62.02,7.35,4.55
2016-11-10,38.8,39.55,38.3,38.6,38.8,20171.0,153.0,782686.0,9351.0,46.36,1.25,-0.2
2016-11-11,38.5,38.9,37.4,37.55,37.98,40200.0,296.0,1526911.0,20077.0,49.94,1.5,-0.95
2016-11-15,37.1,37.1,35.0,35.5,35.55,32645.0,214.0,1160537.0,22675.0,69.46,2.1,-1.6
2016-11-16,36.3,36.35,35.4,35.95,35.89,67467.0,231.0,2421641.0,41704.0,61.81,0.95,-0.35
2016-11-17,35.65,35.85,35.1,35.45,35.53,19879.0,86.0,706216.0,12036.0,60.55,0.75,-0.2
2016-11-18,35.15,35.35,34.2,35.2,34.85,7098.0,67.0,247394.0,3557.0,50.11,1.15,0.05
2016-11-21,34.0,34.9,33.25,33.3,33.51,45102.0,153.0,1511210.0,35651.0,79.05,1.65,-0.7
2016-11-22,33.95,34.0,32.9,33.05,33.16,13011.0,75.0,431442.0,9564.0,73.51,1.1,-0.9
2016-11-23,35.9,37.7,33.0,34.55,34.09,10433.0,126.0,355624.0,3810.0,36.52,4.7,-1.35
2016-11-24,34.65,36.0,34.65,35.35,35.2,20743.0,143.0,730133.0,9299.0,44.83,1.35,0.7
2016-11-25,35.55,36.8,35.0,36.1,35.82,29485.0,169.0,1056278.0,18656.0,63.27,1.8,0.55
2016-11-28,36.4,38.75,36.05,38.15,37.44,31655.0,213.0,1185016.0,13589.0,42.93,2.7,1.75
2016-11-29,38.95,41.5,38.5,41.15,40.65,225066.0,1217.0,9149319.0,79212.0,35.2,3.0,2.2
